,0,1
189,as mulheres morrem em casa ha um surto de feminicidios como sombra da pandemia de covid 19 trancadas a casa com o agressor elas morrem pelas mazelas do mundo que afetam a masculinidade como alcoolismo e desemprego,Político-social
190,as pessoas nao estao preocupadas com o coronavirus porque ainda sao numeros quando virar nomes ai sim vao comecar a se importar,saúde
191,assessor de prefeito de campinas e envolvido em roubo de testes para covid 19,saúde
192,assessor de prefeito de campinas e envolvido em roubo de testes para covid 19,saúde
193,assista a constantino imensa maioria se cura do coronavirus sem sequelas no youtube,saúde
194,assisti o video de uma vitima de coronavirus no amapa que nao pode ser velada e a mae de 91 anos pediu pra pelo menos passarem com o carro da funeraria em frente a casa dele pra se despedirde partir o coracaonao e so uma gripezinha,saúde
195,ate 2018 tudo que ocorria no brasil era culpa do presidente a partir de 2019 o chefe de governo se tornou um inimputavel que nao tem responsabilidade por nada e muita falta de vergonha bolsonaro coronavirus,Político-social
196,ate o momento dos 25 262 casos confirmados de coronavirus no brasil 14 026 sao considerados recuperados da doenca,saúde
197,atencao coronavirus mata mais do que gripe em toda a decada com 100 mortes por dia brasil alcancara nesta semana numero de obitos da influenza registrados entre janeiro e abril dos dez anos anteriores somados,saúde
198,atencao patriotas mais uma vez a extrema midia comunista divulgou fake news dizendo batemos recorde em numero de mortes pelo coronavirus fake os eua nos salvarao assim que se salvarem temos que ser gratos e temos que que voltar ao trabalho para as empresas nao quebrarem,Político-social
199,atencao gov de sao paulo erra e feio na divulgacao do numero de mortes por coronavirus para eles cerca de 1300 mortes ministerio da saude desmente e numeros chegam a ser menos da metade 588 a torcida pelo virus comecou,saúde
200,atencao a verdade nua a crua a camara aprovou na noite de ontem uma importantissima ajuda aos estados e municipios para combate ao coronavirus mas adivinhem quem votou contra os deputados aliados ao governo bolsonaro,Político-social
201,atividade de seus habitantes enquanto a suecia optou por manter uma linha mais aberta com base nos conselhos de seus proprios profissionais no entanto o atual epidemiologista da suecia responsavel pelo combate ao coronavirus anders tegnell reconheceu um ponto em que os,saúde
202,atuacao presente na comissao externa que debate acoes preventivas ao coronavirus,saúde
203,avioes vao buscar equipamentos na china e distribuir nos estados para meus medicos trabalharem em seguranca diz mandetta,saúde
204,bastou levantar se a possiblidade de votacao de projeto p a taxacao de grandes fortunas p as empresas boazinhas que apoiaram am a escravidao moderna doarem milhoes p o combate ao coronavirus com direito a propaganda no jn e tudo,saúde
205,bebe em manaus e 1o caso de coronavirus entre indigenas venezuelanos no pais considerados grupo de risco waraos relatam falta de agua e comida em,saúde
206,bem sucedida contra coronavirus coreia do sul e o primeiro pais a votar durante pandemia,Político-social
207,bom dia o perigo maior de contrair o coronavirus esta localizado nas vilas e nos estados de extrema pobreza esse e o maior problema do governo federal eles sabem e tentam orientar essa gente que nao obedecem e desdenham do sistema de saude problematico para o governo,Político-social
208,boas noticias chegam da italia e da espanha estao superando o coronavirus,localização
209,boas noticias 478 503 pessoas curadas de coronavirus no mundo14 026 curadas de coronavirus no brasil avisem ao mandetta ele nao soube responder muitos paises europeus ja estao relaxando a quarentena comercio reabrindo deus abencoe a todos,saúde
210,bolsonaro arrisca vidas minimizando coronavirus diz washington post,saúde
211,bolsonaro e considerado pela imprensa internacional o inimigo publico numero 1 da humanidade com seu comportamento tirano ele coloca em risco vidas no brasil e por extensao sabota os esforcos do mundo inteiro pra conter o coronavirus bolsonaro e uma ameaca a vida humana,Político-social
212,bolsonaro e o pior entre os lideres mundiais que minimizam coronavirus diz washington post,saúde
213,bom dia a todos menos para os governadores que contrairam coronavirus que momento oportuno para ficarem numa toca escondidos das manifestacoes contra as mrdas que fizeram e avestruz que chama,saúde
214,bom dia brasileiro ignorante e burro que ta falando que agua tonica protege de coronavirus porque tem quinino que e base de cloroquina,saúde
215,bom dia twitter que a balburdia seja enaltecida dia a dia ficaemcasa covid19,saúde
216,bom dia uauuuu coronavirus covid19 covid 19 bomdia boatarde boanoite forabolsonarourgente forabolonaro forabolsonaroeseubandodecriminosos forabolsonaros bolsonarogenocida bolsonaroassassino bolsonaroinfectado coronavirus saopaulo brasil deus deusnocomando,localização
217,bom dia ficaemcasa se nao o coronavirus vai te comer,saúde
218,brasil tem 14 026 pacientes curados da covid 19 diz ministerio da saude msnbrasil,saúde
219,brasil tem 204 mortes por coronavirus em menos de 24h e 1832 novos casos nessa terca feira infelizmente nossos numeros ainda crescem,saúde
220,brasil testando menos de 10 dos casos suspeitos de coronavirus e o povo falando que a contaminacao ta diminuindo e igualzinho aquele seu tio que nunca vai no medico e fala so tem doenca quem faz exame,saúde
221,buenos aires coloca mascaras em estatuas da cidade para incentivar prevencao contra covid 19,Político-social
222,casos confirmados de coronavirus no mundo chegam a 2 milhoes,saúde
223,cassada em dezembro selma arruda ganha sobrevida no senado gracas a crise do coronavirus,Político-social
224,cbf discute 35 modelos para o brasileirao apos pandemia do novo coronavirus,Político-social
225,ceara tem 137 profissionais da saude afastados por suspeita de coronavirus 4 morreram,localização
226,chega a italia a segunda brigada medica cubana para combater o coronavirus,localização
227,chega a italia a segunda brigada medica cubana para combater o coronavirus,localização
228,china escondeu gravidade do surto do novo coronavirus durante seis dias associated press teve acesso a documentos internos que provam que regime chines ja tinha nocao da gravidade do surto em wuhan mas durante seis dias manteve esses dados observador,localização
229,china faz segunda etapa de testes contra coronavirus falabrasil coronavirusplantao,saúde
230,china faz segunda etapa de testes contra coronavirus falabrasil coronavirusplantao,saúde
231,chocados com o que o washington post disse no seu editorial desde quando e novidade que o bolsonero e o pior lider global a lidar com o coronavirus agora e vergonha mundial como nunca antes nao se brinca com a vida das pessoas desse jeito agora aguenta ai,saúde
232,cientistas de santa catarina dizem que pronunciamento de alguma autoridade nacional pode ter afetado curva do coronavirus no brasil integra do estudo,saúde
233,cloroquina mata pacientes em manaus e estudo sobre seu uso e cancelado segundo o new york times,saúde
234,coletiva de imprensa coronavirus medidas do governo de sao paulo 14 04 2020,Político-social
235,com 720 casos confirmados de coronavirus rs registra dia sem mortes,saúde
236,com ou sem coronavirus e importante manter distancia de certaspessoas,saúde
237,com tatica de bolsonaro turquia ve coronavirus disparar no pais,localização
238,comecou e o destaque de hoje e uma roda de conversa com a participacao de pessoas que contrairam a covid 19 e que foram submetidas ao tratamento o nosso time de especialistas tambem segue a disposicao para tirar as suas duvidas aqui na aquinaband coronavirus,saúde
239,comecou e o destaque de hoje e uma roda de conversa com a participacao de pessoas que contrairam a covid 19 e que foram submetidas ao tratamento o nosso time de especialistas tambem segue a disposicao para tirar as suas duvidas aqui na aquinaband coronavirus,saúde
240,comissao externa debate acoes preventivas ao coronavirus,saúde
241,como medidas de isolamento contra coronavirus aumentaram popularidade do presidente da argentina,localização
242,compartilho a materia da gazeta do povo que aborda o apoio da bancada do parana no senado sobre o uso do fundo eleitoral para o enfrentamento do coronavirus penso que deviamos acabar com esses fundos,Político-social
243,compositor aldir blanc esta internado em estado grave com suspeita de,saúde
244,condenado a 173 anos de prisao por estuprar diversas pacientes roger abdelmassih acabou de ser beneficiado com prisao domiciliar alegando risco generico de contrair o coronavirus qual e o sentido de manda lo para casa ja que ele estava em regime fechado e um escandalo,saúde
245,condenado a 173 anos de prisao por estuprar diversas pacientes roger abdelmassih acabou de ser beneficiado com prisao domiciliar alegando risco generico de contrair o coronavirus qual e o sentido de manda lo para casa ja que ele estava em regime fechado e um escandalo,saúde
246,confira as medidas contra coronavirus para o cidadao,saúde
247,confirmada 19a morte por coronavirus no rn,saúde
248,conselho de medicina suspende exercicio profissional de medica que associou soro de imunidade ao coronavirus g1,saúde
249,contra coronavirus distanciamento social intermitente pode ser necessario ate 2022 via,saúde
250,coronavirus e pinto o brasileiro e quase legalmente misogino e assassino,saúde
251,coronavirus em bh 50 funcionarios do hospital risoleta neves estao contaminados no dia 08 de abril eram 2 casos confirmados no dia 10 havia19 casos e no dia 13 numero subiu pra 49 ha ainda 93 exames em andamento,saúde
252,coronavirus infecta equipes do samu recife e deixa pelo menos 98 profissionais fora de combate a covid,saúde
253,covid 19 mais recuperacoes do que mortes mas virus continua a espalhar se a norte alentejo e ilhas sem novos casos,saúde
254,covid 19 o estado do surto em portugal estavel veja em graficos e em mapas via,localização
255,cpi do comunavirus em breve sera preciso investigar o maior esquema de corrupcao que o brasil ja enfrentou responsavel pela roubalheira durante a pandemia coronavirus covid19 obrasilnaopodeparar,Político-social
256,crise do coronavirus ja custa r 3 9 bilhoes a operadoras de turismo,saúde
257,curitiba deve ter pico de casos de coronavirus entre o final de abril e o comeco de maio,saúde
258,datena esta dizendo que foi jair bolsonaro a primeira pessoa no mundo que disse que a cloroquina poderia ser usada no tratamento do coronavirus e serio ele disse isso,saúde
259,de acordo com a policia militar a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana,saúde
260,de mundo inteiro para coronavirus pronto vc ja conseguiu fuder bastante as nossas vidas ja pode ir embora obrigadx tchau e vai se foder,saúde
261,declaracoes irresponsaveis as vezes custam caro as pessoas mais jovens alem de poderem ser transmissoras assintomaticas correm risco de ter complicacoes graves quando expostas a altas cargas do coronavirus nao se arrisque e nem as outras pessoas se puder fique em casa,saúde
262,denuncia e assinada por vereadora do psol e diz que governo esta violando o direito a informacao da populacao,Político-social
263,depois de uma morte e 35 suspeitas de contaminacao denuncia aponta,saúde
264,depois do witzel anunciar que pegou coronavirus agora helder paspalho do para tambem disse que foi contaminado nao acredito em nenhum dos dois e caso tenham sido mesmo contaminados fica mais uma vez comprovado que isolamento nao resolve nada,saúde
265,deputados realizam na manha de hoje a primeira sessao ordinaria por video conferencia da historia da com a sessao e remota para manter o isolamento social e combater a disseminacao do coronavirus voce podera acompanhar pela radio e tv alepa no,saúde
266,deu no washington post quando as infeccoes comecaram a espalhar no pais com mais de 200 milhoes de pessoas o populista de direita chamou o coronavirus de gripezinha e pediu que os brasileiros enfrentassem o virus como homem nao como moleques,Político-social
267,di ferrero e gee rocha farao live com musicas do nx zero nesta quinta feira 16 as 21h30 di ferrero instagram livevaipassar,Político-social
268,diante da vitoria de ermando armelino pivita de 99 anos que ganhou uma batalha contra o coronavirus restou aplausos ao ex combatente do exercito durante a 2a guerra pivita recebeu alta nesta terca 14 4 e esta curado ele e o brasileiro mais velho a ser curado,saúde
269,diferenca entre europa e america do sul rustu jogou somente 1 ano no barcelona e o clube esteve do seu lado no momento dificil como coronavirus america do sul nossos ex idolos morrem de fome sem assistencia nenhuma do ex clube,localização
270,dinamarca comecou a a reabrir suas escolas nesta quarta feira 15 apos um mes de fechamento em consequencia da pandemia do novo coronavirus o pais foi o primeiro europeu para reabrir as creches e escolas do ensino basico,Político-social
271,dinheiro coronavirus fmi preve defice de 7 1 em portugal este ano,localização
272,distanciamento social intermitente pode ser necessario ate 2022 se nao houver vacina diz estudo na science imunidade ao coronavirus deve ser temporaria afirmam pesquisadores da universidade harvard via,saúde
273,divaldo franco em tempos de coronavirus vivemos um momento grave da historia da humanidade jesus e o guia da humanidade veja o video completo de divaldo duracao de apanes tres minutos no meu blog,saúde
274,doamos r 1 bilhao para o combate ao coronavirus mas somos um banco e nao entendemos sobre saude por isso o valor sera administrado pelo todos pela saude uma alianca entre especialistas de diversos setores da saude,saúde
275,dois governadores diagnosticados com covid 19 no mesmo dia um no norte e outro no sudeste alerta importante que o coronavirus continua avancando pelo brasil por isso reforco fique em casa cuide da sua saude e de quem voce ama,localização
276,donald trump dizendo que a oms nao avisou sobre a gravidade do coronavirus eu to gaitando e muita cara de pau,saúde
277,dos meus criadores de jorge amado e zelia se protegem contra o coronavirus no rio vermelho em salvador agora e a vez de dorival caymmi em itapua thiago barros reproducao insta salvadormeuamor,saúde
278,dou muito rt em bichinho e isso e muito motivo de orgulho pra mim as vezes ce ta putaco a e ve altas bosta de coronavirus vulcao live do gustavo lima enfim so merdaai eu trago o conteudo bichinhos arrombados de fofos pra sua timeline e isso que eu faco de nada,Político-social
279,dr alexandre fernandez de almeida cardiologista reside em avila na espanha teve coronavirus e fala sobre o assunto com propriedade ele diz que a doenca nao e tao letal quanto a midia fala vale muito a pena ouvir,localização
280,e fake que tv da italia mostrou que novo coronavirus foi fabricado em laboratorio chines,localização
281,e fake que video mostre hospital de campanha da unicamp sem nenhum atendimento coronavirus g1 bolsominios e suas fakes ridiculas,saúde
282,e com aflicao e cada vez mais com indignacao irada q muitos policiais de sao paulo estao vendo a sua imagem ser destruida dia apos dia pelas violencias ilegalidades e atos de estupidez q seus superiores mandam cometer em nome do combate ao coronavirus,saúde
283,e como sao virus de fita simples de rna ha muitas mutacoes em cada epidemia por isso a cada ano eles voltam a infectar a mesma populacao fenomeno semelhante ao influenza com os coronavirus causadores de sars temos algo diferente as caracteristicas da proteina s,saúde
284,e complo governador do rj wilson witzel e do pa helder barbalho assumindo no mesmo dia que estao estao com o coronavirus aposto que depois vao dizer que se curaram sem o uso da cloroquina alguem tem duvidas,saúde
285,e eu que fui gravar um video pro grupo dos amigos dizendo pra geral se reunir pra pegar o coronavirus minha mae chutou o balde cmg,saúde
286,e isso gente eu nao queria falar nesse assunto porque ainda estou me acostumando com ele mas ja que o uol publicou e obrigado pelo tom respeitoso da materia venho ate aqui esclarecer que to bem quem quiser saber mais segue a thread,saúde
287,e muito facil o governo fechar tudo dizer fique em casa enqto seus salarios milionarios estao em suas contas diferente de nos meros mortais q a 9 dias esperamos a decisao do governo de se vamos morrer de fome ou do coronavirus eu nao sei o q fazer auxilioemergencial,Político-social
288,e o pessoal acha que e baboseira a projecao de isolamento ate 2022 sendo que o pais que melhor atuou no combate ao coronavirus ta fazendo novo lockdown,saúde
289,e o que deveriam fazer com bolsomorte interditembolsonaroja,saúde
290,e preciso dar mais acesso ao mercado de trabalho tanto aos jovens quanto aos mais velhos vamos desburocratizar e flexibilizar as relacoes trabalhistas para promover o emprego e o crescimento economico coronavirus covid19 santacatarina,economia
291,e se a gente pedir pro coronavirus dar uma pausa so pra gente ter festa junina e dps ele volta,saúde
292,e se o cassio nao estivesse ali ja parou pra pensar como alguem pode fazer falta na nossa vida nao relaxe as medidas preventivas contra o coronavirus ele mata lave as mao proteja os mais velhos fique em casa e use mascara o pior ainda nao passou ficaemcasa,Político-social
293,e hoje e dia da aplicacao da resolucao 672 2020 do stf coronavirus no pretorio excelso adi 6341 e adi 6343 a discussao afeta as mps 926 20 e 927 20,saúde
294,editor de imagens da emissora de silvio santos n foi dispensado do trabalho apesar de ser hipertenso dentro do grupo de risco jose augusto 58 morreu de coronavirus trabalhava ha 30 anos no sbt faltava pouco p se aposentar,saúde
295,editorial do washington post afirmando que bolsonaro e o pior lider do mundo nao e o texto de um colunista e a opiniao da empresa,saúde
296,editorial do washington post coloca o presidente do brasil ao lado de lideres de belarus turquemenistao nicaragua como os piores a lidar com a crise e diz que de longe o caso mais grave de improbidade e o do presidente brasileiro jair bolsonaro,saúde
297,editorial do washington post e d i t o r i a l nao e artigo de opiniao de colunista titulo lideres arriscam vidas ao minimizar o virus bolsonaro e o pior,saúde
298,el pais trump acusa a oms de encobrir expansao do coronavirus e congela repasse de recursos via brasil,localização
299,ela estava preocupada com a mae idosa e perdeu o filho para o coronavirus saude estadao,saúde
300,ele nao estava em quarentena como os demais cidadaos residentes no rio de janeiro agora infectado pelo coronavirus nao permanecera em confinamento residencial a fim de evitar a propagacao do virus,Político-social
301,em caso de duvidas sobre o coronavirus ligue gratis para o alo vida nos numeros 800149 82149 84146 ou consulte a plataforma pensa discando 660 covid19moz,saúde
302,em direto covid 19 em portugal numero de internados e de doentes nos cuidados intensivos diminui via,localização
303,em editorial jornal americano atacou postura do presidente brasileiro diante do novo coronavirus e disse que donald trump faria um grande favor ao brasil se aconselhasse bolsonaro a mudar de atitude,localização
304,em entrevista a radio ufmg educativa especialista em energias renovaveis analisou impactos ambientais das medidas de combate ao novo,saúde
305,em entrevista ao exercito brasileiro o ex combatente durante a 2a guerra mundial ermando armelino pivita de 99 anos agradeceu a todos que cuidaram dele nos oito dias que ficou internado no hfa ele foi curado da covid 19 doenca causada pelo novo coronavirus,saúde
306,em estudo especialistas vao avaliar uso de corticoide contra coronavirus,saúde
307,em marco o agronegocio respondeu por 48 3 das exportacoes brasileiras fica cada vez mais claro quando passar o pior dessa tragedia a agropecuaria sera a base da retomada do crescimento economico nenhum virus consegue parar a agricultura brasileira,saúde
308,em menos de um mes brasil tem mortes por coronavirus confirmadas em todos os estados,localização
309,em nova estrategia oms cita risco de transmissao descontrolada do coronavirus cenario e temido caso transicao de quarentenas para normalidade seja realizada de forma abrupta,saúde
310,em nova publicacao da serie relatos da pandemia giovana conta como foi deixar as pressas um pais que deveria ser um dos mais preparados do mundo para lidar com uma pandemia,Político-social
311,em reuniao com liderancas latino americanas reunidas no grupo de puebla lula defendeu a integracao regional no combate ao coronavirus ainda lamentou a morte de tantas pessoas ao redor do mundo quero ser solidario a cada companheiro,saúde
312,em sao paulo 15 dos internados por coronavirus nao sobrevivem a doenca,saúde
313,em tempos de quarentena covid19 coronavirus as demais doencas nao deixaram de existir todo cuidado e importante diabetes diagnostico procureummedico,Político-social
314,em yekwana wapichana yanomami taurepang pemon e taurepang indigenas dao dicas para evitar contagio da doenca t co kcjimexsa2,saúde
315,empresaria de campinas teve fiscalizacao em seu negocio se eu pegar coronavirus eu vou adorar porque dai eu acabo com tudo isso eu to louca pra morrer,localização
316,enquanto alguns jornais destacaram que o numero de mortes por coronavirus na espanha cresceu outros optaram por registrar que a quantidade diaria de novos casos confirmados diminuiu,saúde
317,enquanto onyx lorenzoni a escoria da politica gaucha faz sabujos elogios ao governo a familia bolsonaro e seus sequazes moro guedes salles et caterva terraplanista vao enterrando o pais 204 mortos eles sao os coveiros do brasil dancando com os caixoes do coronavirus,Político-social
318,entenda como fomos impedidos de votar o fundao para o combate ao coronavirus o deputado rodrigo maia inadmitiu a emenda do novo que destinaria os recursos do fundao e fundo partidario para a saude e tambem a emenda da reducao dos salarios de politicos,economia
319,escultura de jesus cristo e depredada em cidade baiana suspeita de intolerancia religiosa,saúde
320,espalhe boas noticias478 503 pessoas curadas de coronavirus no mundo14 026 curadas de coronavirus no brasil avisem ao mandetta pq ele nao soube responder muitos paises europeus ja estao relaxando a quarentena comercio reabrindo deus abencoe a todos um otimo dia,saúde
321,espanha registra queda em mortes diarias por coronavirus testes aumentam siga,saúde
322,especialistas defendem a necessidade de acrescentar testes que detectem os anticorpos e nao o coronavirus em si quem esta doente os testes de anticorpos identificam os que ja foram contaminados e que poderiam ser liberados para voltar ao trabalho,saúde
323,esperando o pum do palhaco produtores e advogados alertam que a secretaria especial de cultura do governo bolsonaro nao se adequou a urgencia que a paralisacao completa do setor e os prejuizos derivados pela pandemia de coronavirus,Político-social
324,espirro de tres em tres minutos coronavirus naaaaao e so a mudanca de tempo que faz isso com pessoas sensiveis como eu kkkkkk,saúde
325,esse circo de coronavirus nao funciona comigo esse surto armaram para implantar uma ditadura comunista logo apos a cidada foi presa parabens a policia que agiu dentro da lei nesta acao que protege nao so a vida dela mas a de outras pessoas,Político-social
326,esta e a charge de hubert publicada na folha nesta quarta 15 quer ver mais charges do jornal acesse folha fsp folhadespaulo coronavirus covid19 coronavirusbrasil charge humor drawing,saúde
327,estacao de trem instala tenda de higienizacao contra coronavirus falabrasil coronavirusplantao,saúde
328,estado do rio tem 42 mortes por coronavirus em um so dia via,saúde
329,estamos doando r 1 bilhao para o combate ao coronavirus e vamos explicar aqui um pouco como vai funcionar,saúde
330,estao certos os eua e preciso seriedade a oms nao pode ser politica como foi neste caso do viruschines o coronavirus chanceler dos eua quer mudanca radical na oms renova midia via,saúde
331,este e o brasil com casos de coronavirus confirmados em 1 066 municipios e todos os estados ja registraram ao menos uma morte pela doenca veja hoje na analise em,saúde
332,este homem nao devia governar nem a propria casa ele representa tudo o que a humanidade tem de errado brasil atribui aumento da desflorestacao na amazonia ao novo coronavirus,localização
333,estou me juntando a milhares de pessoas de todo o mundo que estao apoiando o secretario geral da onu un em seu apelo a um cessar fogo mundial globalceasefire na covid19pandemic rt coronavirus,saúde
334,estudo avalia o quanto o novo coronavirus devera persistir na populacao humana apos o estagio inicial da,saúde
335,estudo de um renomado cientista israelita presidente da agencia espacial de israel apontou que o milagroso lockdown nao tem qualquer efeito na linha temporal do coronavirus vendido como unica alternativa eficaz para frear o avanco do virus muitos embarcaram no experimento,educação-ciência
336,estudo traca rotas de dispersao do novo coronavirus no estado de sp,saúde
337,eu acredito instinto maternal maternity maternelle cuidem se o coronavirus nao vai embora como quer o energumeno bolsonaro fiqueemcasa stayhome,saúde
338,eu li uma noticia que se n tiver uma vacina para esse coronavirus podemos ficar em isolamento social ate 2022,saúde
339,eu nao aguento mais sonhar com hospital e gente morrendo coronavirus sai da minha cabeca pf,saúde
340,eu nao to acreditando que a festa de ogum vai ser cancelada por causa dessa porra de coronavirus,saúde
341,evolucao dos casos de coronavirus no mundo 19 01 100 casos24 01 1 000 casos12 02 50 000 casos06 03 100 000 casos18 03 200 000 casos26 03 500 000 casos02 04 1 000 000 casos14 04 2 000 000 casos,saúde
342,exclusivo record alega queda de receita e pede moratoria de dividas na justica feltrin ooops televisao coronavirusplantao coronavirus record via,saúde
343,exercito se prepara para a guerra ja foram produzidos 2 2 milhoes de comprimidos de cloroquina e ainda vai ampliar a producao o inimigo e o coronavirus e a producao da nossa arma esta a todo vapor vamos vencer,saúde
344,pesquisador da fiocruz sobre relaxamento do isolamento social vamos perder vidas em decorrencia da sobrecarga do sistema de saude e nao vamos preservar os covid19 coronavirusbrasil,saúde
345,as decisoes da justicadotrabalho garantiram a destinacao de mais de r 171 7 milhoes a prevencao e ao combate do coronavirus,saúde
346,exportacoes chinesas cairam 6 6 em marco uma queda impactante para um pais cuja economia depende em grande parte das vendas internacionais se populacao mundial parar de comprar produtos chineses o regime totalitario enfrentara serios problemas,saúde
347,feijoo da por concluida a fase aguda da crise do coronavirus,saúde
348,feminicidios em casa dobram em sp durante quarentena por coronavirus,Político-social
349,fiocruz unb e usp estimam ao nao testar presenca do virus pais esconde 14 de cada 15 infeccoes ocupacao das utis ja beira 75 sem ampliar isolamento cenario e catastrofico leia tambem governo salva bancos,Político-social
350,galera infelizmente o brasil teve seu recorde de mortos em funcao do novo coronavirus com 204 mortos nas ultimas 24 horasao contrario do que alguns dizem nao ha indicios de que a epidemia esta acabando no brasil se puder fique em casa,localização
351,gente quem namora ta imune ao coronavirus pq to vendo todo mundo se encontrando com o namorado e fiquei com essa duvida kk,saúde
352,governador wilson witzel foi diagnosticado com coronavirus espero que ele use hidroxicloroquina de coracao,Político-social
353,governadores do nordeste estao entre os mais bem avaliados no combate ao coronavirus,saúde
354,governadores do para e do rio de janeiro testam positivo para covid 19 falabrasil coronavirus,saúde
355,governo estadual havia anunciado a permissao para reabrir o comercio e os servicos nao essenciais mantendo acesso restrito para evitar aglomeracoes e alcool gel para o publico,Político-social
356,governo federal muda tom e adota mote proteger vidas e empregos em nova campanha contra o coronavirus,Político-social
357,guardem bem estas palavras vamos ver muita gente a recorda las muitas vezes o que antonio costa esta a dizer e obviamente mentira antonio costa afasta cenario de austeridade pos coronavirus,saúde
358,helder barbalho rei do norte por favor venha aqui e pegue o meu pulmao pra continuares combatendo o coronavirus,saúde
359,hoje foi revelado pelo jornal washington post que o departamento de estado americano ja havia debatido em comunicacoes secretas as falhas de seguranca no laboratorio de wuhan que faz pesquisas com coronavirus inclusive relatando infeccoes de cientistas no local,saúde
360,hoje identificamos varios casos positivos de coronavirus em porto velho foi feita uma investigacao e descobrimos que essas pessoas estavam em uma festa em 4 de abril ou seja nao estavam trabalhando e nem levando o pao para casa,saúde
361,hoje no blog trincheira ja com um layout melhor falo sobre a necessidade da formacao de uma rede de protecao social para as comunidades e periferias frente as externalidades trazidas pela pandemia do coronavirus acessa la comenta e participe,Político-social
362,hoje conversei com luiz andrade preparador fisico do sobre os desafios de ter atletas treinando em casa nesse momento e a incerteza que vive o futebol na pandemia do novo coronavirus segundo ele jogadores tricolores estao de parabens,Político-social
363,hoje falo na sobre a estimativa de 86 7 de casos de coronavirus subnotificados no rn teriamos na realidade cerca de 2 8 mil infectados nao 376 para cada caso confirmado da covid 19 no rn ha seis nao notificados,saúde
364,homem de 99 que lutou na segunda guerra mundial recebe alta apos contrair o novo,saúde
365,tem sido estressantes os plantoes nos hospitais pelo mundo afora por causa da pandemia de coronavirus,saúde
366,uel contra o coronavirus projeto de mascaras de alta protecao desenvolvido por professores da enfermagem e design,Político-social
367,influenciadora flavia pavanelli contraiu o novo coronavirus,saúde
368,importante essa mensagem do para vence los precisamos ser melhores que eles fake medica bolsonarista vitima do coronavirus via,saúde
369,inacreditavel funai alerta que os indigenas nao devem bloquear as estradas de acesso as aldeias durante a pandemia do novo coronavirus por motivos de brasil nao pode parar,Político-social
370,india leva china ao tribunal internacional por eventual responsabilidade na pandemia global de coronavirus noticia brasil online,localização
371,informacoes desencontradas e problemas com o cadastro de imigrantes tem dificultado ainda mais o acesso dessa populacao ao beneficio criado para atenuar os efeitos economicos do coronavirus,saúde
372,islandia tailandia alemanha nova zelandia finlandia islandia e dinamarca sabem o que estes paises tem em comum sao comandados por mulheres e foram apontados como exemplos de gestao de crise de saude do coronavirus elasporelas,localização
373,ja pensou o kentaromiura chega e dizer entao gente os atrasos em berserk tem um motivo sao por causa do coronavirus,saúde
374,ja que geral virou especialista cientista e maes dina tambem vou dar minha previsao funai alerta que os indigenas nao devem bloquear as estradas de acesso as aldeias durante a pandemia do novo coronavirus por motivos de brasil nao pode parar,Político-social
375,ja temos a nossa furacao conectada na internet e protegida do coronavirus,saúde
376,lay off simplificado ja abrange mais de 930 mil trabalhadores,saúde
377,leio na imprensa que cientistas canadenses apontam caes de rua como possiveis hospedeiros do coronavirus temo por uma acao desenfreada das carrocinhas mundo a fora,Político-social
378,lembranca da gincana de vacaria do ano passado no facebook so o coronavirus pra me deixar longe da revolucao em abril,saúde
379,luvas descartaveis podem aumentar o risco de infeccao por covid 19 produtos protegem da contaminacao do coronavirus por um periodo muito curto entenda,saúde
380,mais de 200 horas de trabalho entre roteiro e edicao cerca de 1100 fontes consultadase 1h e 11 minutos de material o spotniks lancou o primeiro documentario sobre o coronavirus da descoberta aos fatos mais recentes confiram ai,saúde
381,mais de 500 mil pessoas no mundo estao recuperadas do coronavirus,saúde
382,mais de 500 mil se curaram da covid 19 no mundo diz universidade dos eua,saúde
383,mais uma prova de que o isolamento social e inutil,saúde
384,major olivaldi borges azevedo desencadeou megaoperacao para impedir a contaminacao de indigenas por coronavirus que foi destaque no fantastico da globo e teria irritado,saúde
385,manchetes que voce nao vera na imprensasegundo o instituto do coracao ja sao mais de 113 mil mortes por doencas cardiacas no brasil em 2020 esse numero e quase 100 vezes maior que o das mortes por coronavirus,localização
386,mandetta com essa entrevista mostrou falta de carater nao teve um comportamento de homem mas sim de um traidor,saúde
387,membros do governo da nova zelandia cortam o proprio salario em 20 coronavirus g1 aqui na republica das bananas isso e uma utopia,Político-social
388,menino de dois anos diagnosticado com coronavirus apos transplante ganha festa de aniversario no hospital g1,saúde
389,meus deus o coronavirus vai espalhar mais rapido agora que ficou frio no inverno e pior imprensa o frio e culpa do presidente bolsonaro ele soltou todo o vento que dilma estocou chega de usar uma pandemia na tentativa de derrubar o presidente hipocrisia nao,Político-social
390,ministerio trabalha full time para tentar aumentar testagem do coronavirus diz mandetta siga,saúde
391,ministro moro eu e todo sociedade brasileira espera que esta escoria humana nojenta volte a ser presa com o sem coronavirus e um tapa na cara das vitimas d estrupo e ainda espero que onde quer que ele va o coronavirus faca justica por eles,Político-social
392,modelaram como desenvolvemos imunidade contra o sars cov 2 e outros coronavirus e na falta de outras intervencoes ele pode continuar sendo um problema ate 2024 o que aceleraria o processo de forma nao catastrofica seriam novos tratamentos e aumentar a capacidade de leitos,saúde
